id,long,lat,order,hole,piece,group,NHGISST,NHGISCTY,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,tract_num,con_disdvntg,con_afflnc,density,oblex.eb,insc.eb,mean.inform.soc.control,log.violent.crime.0305,vcres_obin,vcres_obincr
1000,-1962365.30895468,1412860.96339437,76,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1962285.33053119,1412838.25161524,77,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1962180.53515838,1412819.96370093,78,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1962086.01301616,1412793.11977342,79,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1962006.04361484,1412770.41100168,80,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1961921.80974016,1412735.01707576,81,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1961878.19061351,1412722.62965279,82,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1961805.48404939,1412701.98695524,83,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
1000,-1961766.11736655,1412702.28468645,84,FALSE,1,1000.1,530,0330,G5300330001000,5300330001000,953005.473459,4012.10871042,001000,-0.38,0.24,0.47,-0.013,0.054,3.06,2.15,0.82832341,1.32334114
10000,-1967424.44196231,1399261.27215222,85,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967398.84910739,1399185.11010158,86,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967380.73562147,1399248.85465539,87,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967286.02702132,1399221.93855062,88,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967191.33045072,1399195.02545324,89,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967125.76642837,1399176.39770431,90,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967103.91175425,1399170.19346698,91,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967038.35073929,1399151.55970328,92,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1967001.92527997,1399141.21429541,93,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966907.22269459,1399114.30420542,94,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966873.81665082,1399093.33370279,95,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966808.25262847,1399074.70595386,96,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966710.53062755,1399058.42396601,97,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966637.68271629,1399037.73615767,98,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966564.83480503,1399017.03631978,99,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966528.40934571,1399006.68489714,100,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966422.15238329,1398965.02658616,101,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966347.6143211,1398645.35047573,102,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966335.32614187,1398550.01032452,103,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966317.00514631,1398475.91434807,104,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966298.60595872,1398401.80634207,105,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966325.24839136,1398363.45014094,106,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
10000,-1966349.38266407,1398278.45539759,107,FALSE,1,10000.1,530,0330,G5300330010000,5300330010000,3245238.27846,8138.77971278,010000,0.9,-1.19,0.66,-0.009,-0.07,2.77,1.97,-0.32132298,-0.45194179
